chr10   101770108       101780371       ENSG00000107831 chr10   101760127       101760138       UNICORN_45815
chr10   101770108       101780371       ENSG00000107831 chr10   101760831       101760847       UNICORN_45816
chr10   101770108       101780371       ENSG00000107831 chr10   101761861       101761876       UNICORN_45817
chr10   101770108       101780371       ENSG00000107831 chr10   101762395       101762573       UNICORN_45818
chr10   101770108       101780371       ENSG00000107831 chr10   101762876       101762888       UNICORN_45819
chr10   101770108       101780371       ENSG00000107831 chr10   101762902       101762917       UNICORN_45820
chr10   101770108       101780371       ENSG00000107831 chr10   101763357       101763378       UNICORN_45821
chr10   101770108       101780371       ENSG00000107831 chr10   101763436       101763465       UNICORN_45822
chr10   101770108       101780371       ENSG00000107831 chr10   101763476       101763593       UNICORN_45823
chr10   101770108       101780371       ENSG00000107831 chr10   101763603       101763637       UNICORN_45824
chr10   101770108       101780371       ENSG00000107831 chr10   101763667       101763689       UNICORN_45825
chr10   101770108       101780371       ENSG00000107831 chr10   101765934       101765945       UNICORN_45826
chr10   101770108       101780371       ENSG00000107831 chr10   101767622       101767657       UNICORN_45827
chr10   101770108       101780371       ENSG00000107831 chr10   101767665       101767723       UNICORN_45828
chr10   101770108       101780371       ENSG00000107831 chr10   101767740       101767932       UNICORN_45829
chr10   101770108       101780371       ENSG00000107831 chr10   101768152       101768300       UNICORN_45830
chr10   101770108       101780371       ENSG00000107831 chr10   101768311       101768362       UNICORN_45831
chr10   101770108       101780371       ENSG00000107831 chr10   101768373       101768475       UNICORN_45832
chr10   101770108       101780371       ENSG00000107831 chr10   101768493       101768543       UNICORN_45833
chr10   101770108       101780371       ENSG00000107831 chr10   101768900       101768917       UNICORN_45834
chr10   121478331       121598458       ENSG00000066468 chr10   121469711       121469727       UNICORN_50988
chr10   121478331       121598458       ENSG00000066468 chr10   121469768       121469847       UNICORN_50989
chr10   121478331       121598458       ENSG00000066468 chr10   121469865       121469880       UNICORN_50990
chr10   121478331       121598458       ENSG00000066468 chr10   121470013       121470028       UNICORN_50991
chr10   121478331       121598458       ENSG00000066468 chr10   121470349       121470383       UNICORN_50992
chr10   121478331       121598458       ENSG00000066468 chr10   121470399       121470410       UNICORN_50993
chr10   121478331       121598458       ENSG00000066468 chr10   121472306       121472321       UNICORN_50994
chr10   121478331       121598458       ENSG00000066468 chr10   121472340       121472358       UNICORN_50995
chr10   121478331       121598458       ENSG00000066468 chr10   121473310       121473329       UNICORN_50996
chr10   121478331       121598458       ENSG00000066468 chr10   121475036       121475056       UNICORN_50997
chr10   121478331       121598458       ENSG00000066468 chr10   121475067       121475149       UNICORN_50998
chr10   121478331       121598458       ENSG00000066468 chr10   121475204       121475231       UNICORN_50999
chr11   102576831       102625332       ENSG00000137674 chr11   102630953       102630965       UNICORN_65075
chr11   102576831       102625332       ENSG00000137674 chr11   102631173       102631185       UNICORN_65076
chr11   102576831       102625332       ENSG00000137674 chr11   102631363       102631396       UNICORN_65077
chr11   102576831       102625332       ENSG00000137674 chr11   102631409       102631436       UNICORN_65078
chr11   102576831       102625332       ENSG00000137674 chr11   102631453       102631474       UNICORN_65079
chr12   12116024        12267044        ENSG00000070018 chr12   12270967        12270982        UNICORN_71521
chr12   48965339        48971735        ENSG00000169884 chr12   48961419        48961432        UNICORN_76765
chr12   48965339        48971735        ENSG00000169884 chr12   48961557        48961583        UNICORN_76766
chr12   48965339        48971735        ENSG00000169884 chr12   48961606        48961643        UNICORN_76767
chr12   48965339        48971735        ENSG00000169884 chr12   48961678        48961701        UNICORN_76768
chr13   80335975        80341126        ENSG00000136158 chr13   80330587        80330598        UNICORN_103642
chr13   80335975        80341126        ENSG00000136158 chr13   80331404        80331439        UNICORN_103643
chr13   80335975        80341126        ENSG00000136158 chr13   80332453        80332467        UNICORN_103644
chr13   80335975        80341126        ENSG00000136158 chr13   80332483        80332540        UNICORN_103645
chr13   80335975        80341126        ENSG00000136158 chr13   80332584        80332637        UNICORN_103646
chr13   80335975        80341126        ENSG00000136158 chr13   80345153        80345284        UNICORN_103647
chr13   80335975        80341126        ENSG00000136158 chr13   80345802        80345828        UNICORN_103648
chr13   80335975        80341126        ENSG00000136158 chr13   80345867        80345908        UNICORN_103649
chr13   80335975        80341126        ENSG00000136158 chr13   80345994        80346005        UNICORN_103650
chr13   80335975        80341126        ENSG00000136158 chr13   80349769        80349780        UNICORN_103651
chr14   99169286        99272197        ENSG00000127152 chr14   99166723        99166747        UNICORN_124140
chr14   99169286        99272197        ENSG00000127152 chr14   99166766        99166785        UNICORN_124141
chr14   99169286        99272197        ENSG00000127152 chr14   99166974        99166995        UNICORN_124142
chr17   56593698        56595611        ENSG00000183691 chr17   56583643        56583804        UNICORN_152247
chr17   56593698        56595611        ENSG00000183691 chr17   56583815        56583947        UNICORN_152248
chr17   56593698        56595611        ENSG00000183691 chr17   56583954        56583976        UNICORN_152249
chr17   56593698        56595611        ENSG00000183691 chr17   56584063        56584200        UNICORN_152250
chr17   56593698        56595611        ENSG00000183691 chr17   56584639        56584650        UNICORN_152251
chr17   56593698        56595611        ENSG00000183691 chr17   56584673        56584690        UNICORN_152252
chr17   56593698        56595611        ENSG00000183691 chr17   56584713        56584732        UNICORN_152253
chr17   56593698        56595611        ENSG00000183691 chr17   56584743        56584774        UNICORN_152254
chr17   56593698        56595611        ENSG00000183691 chr17   56584793        56584843        UNICORN_152255
chr17   56593698        56595611        ENSG00000183691 chr17   56584904        56584918        UNICORN_152256
chr17   56593698        56595611        ENSG00000183691 chr17   56585301        56585328        UNICORN_152257
chr17   56593698        56595611        ENSG00000183691 chr17   56585341        56585406        UNICORN_152258
chr17   56593698        56595611        ENSG00000183691 chr17   56586595        56586612        UNICORN_152259
chr17   56593698        56595611        ENSG00000183691 chr17   56587421        56587483        UNICORN_152260
chr17   56593698        56595611        ENSG00000183691 chr17   56587525        56587538        UNICORN_152261
chr17   56593698        56595611        ENSG00000183691 chr17   56588134        56588151        UNICORN_152262
chr17   56593698        56595611        ENSG00000183691 chr17   56588318        56588334        UNICORN_152263
chr17   56593698        56595611        ENSG00000183691 chr17   56588356        56588617        UNICORN_152264
chr17   56593698        56595611        ENSG00000183691 chr17   56588661        56588677        UNICORN_152265
chr17   56593698        56595611        ENSG00000183691 chr17   56589104        56589115        UNICORN_152266
chr17   56593698        56595611        ENSG00000183691 chr17   56589588        56589612        UNICORN_152267
chr17   56593698        56595611        ENSG00000183691 chr17   56589741        56589760        UNICORN_152268
chr17   56593698        56595611        ENSG00000183691 chr17   56598147        56598159        UNICORN_152269
chr17   56593698        56595611        ENSG00000183691 chr17   56598170        56598188        UNICORN_152270
chr17   56593698        56595611        ENSG00000183691 chr17   56598206        56598223        UNICORN_152271
chr17   56593698        56595611        ENSG00000183691 chr17   56598262        56598279        UNICORN_152272
chr17   56593698        56595611        ENSG00000183691 chr17   56598305        56598318        UNICORN_152273
chr17   56593698        56595611        ENSG00000183691 chr17   56598387        56598407        UNICORN_152274
chr17   56593698        56595611        ENSG00000183691 chr17   56598419        56598500        UNICORN_152275
chr17   56593698        56595611        ENSG00000183691 chr17   56602061        56602072        UNICORN_152276
chr17   56593698        56595611        ENSG00000183691 chr17   56602906        56602924        UNICORN_152277
chr17   56593698        56595611        ENSG00000183691 chr17   56602932        56602992        UNICORN_152278
chr17   56593698        56595611        ENSG00000183691 chr17   56603001        56603036        UNICORN_152279
chr17   56593698        56595611        ENSG00000183691 chr17   56603575        56603586        UNICORN_152280
chr17   56593698        56595611        ENSG00000183691 chr17   56603627        56603651        UNICORN_152281
chr17   56593698        56595611        ENSG00000183691 chr17   56603813        56603830        UNICORN_152282
chr17   56593698        56595611        ENSG00000183691 chr17   56603880        56603913        UNICORN_152283
chr17   56593698        56595611        ENSG00000183691 chr17   56603927        56603955        UNICORN_152284
chr17   56593698        56595611        ENSG00000183691 chr17   56603967        56603989        UNICORN_152285
chr17   56593698        56595611        ENSG00000183691 chr17   56604076        56604100        UNICORN_152286
chr18   23689452        23956222        ENSG00000053747 chr18   23681583        23681594        UNICORN_156826
chr18   23689452        23956222        ENSG00000053747 chr18   23681853        23681868        UNICORN_156827
chr18   23689452        23956222        ENSG00000053747 chr18   23681915        23681926        UNICORN_156828
chr18   23689452        23956222        ENSG00000053747 chr18   23681937        23682003        UNICORN_156829
chr19   3314402 	3469217 	ENSG00000141905 chr19   3311385 	3311399 	UNICORN_170698
chr19   3314402 	3469217 	ENSG00000141905 chr19   3311445 	3311467 	UNICORN_170699
chr19   3314402 	3469217 	ENSG00000141905 chr19   3311493 	3311562 	UNICORN_170700
chr19   3314402 	3469217 	ENSG00000141905 chr19   3311632 	3311668 	UNICORN_170701
chr19   3314402 	3469217 	ENSG00000141905 chr19   3311680 	3311702 	UNICORN_170702
chr19   3314402 	3469217 	ENSG00000141905 chr19   3313008 	3313030 	UNICORN_170703
chr2    19351484        19358623        ENSG00000143867 chr2    19368236        19368270        UNICORN_175219
chr2    19351484        19358623        ENSG00000143867 chr2    19368343        19368354        UNICORN_175220
chr2    19351484        19358623        ENSG00000143867 chr2    19368369        19368400        UNICORN_175221
chr2    120735622       120992653       ENSG00000074047 chr2    120997912       120997925       UNICORN_189966
chr2    172103005       172109982       ENSG00000236651 chr2    172116131       172116146       UNICORN_202332
chr2    172103005       172109982       ENSG00000236651 chr2    172116804       172116816       UNICORN_202333
chr2    173880849       173965373       ENSG00000172845 chr2    173879388       173879400       UNICORN_202923
chr2    173880849       173965373       ENSG00000172845 chr2    173879466       173879490       UNICORN_202924
chr2    173880849       173965373       ENSG00000172845 chr2    173879536       173879557       UNICORN_202925
chr22   19756702        19783593        ENSG00000184058 chr22   19746672        19746703        UNICORN_229814
chr22   19756702        19783593        ENSG00000184058 chr22   19746716        19746828        UNICORN_229815
chr22   19756702        19783593        ENSG00000184058 chr22   19746867        19746882        UNICORN_229816
chr22   19756702        19783593        ENSG00000184058 chr22   19747671        19747895        UNICORN_229817
chr22   19756702        19783593        ENSG00000184058 chr22   19748035        19748121        UNICORN_229818
chr22   19756702        19783593        ENSG00000184058 chr22   19748132        19748158        UNICORN_229819
chr22   19756702        19783593        ENSG00000184058 chr22   19750369        19750388        UNICORN_229820
chr22   19756702        19783593        ENSG00000184058 chr22   19750633        19750651        UNICORN_229821
chr22   19756702        19783593        ENSG00000184058 chr22   19750663        19750688        UNICORN_229822
chr22   19756702        19783593        ENSG00000184058 chr22   19750705        19750812        UNICORN_229823
chr22   19756702        19783593        ENSG00000184058 chr22   19750831        19750847        UNICORN_229824
chr22   19756702        19783593        ENSG00000184058 chr22   19753829        19754053        UNICORN_229825
chr22   19756702        19783593        ENSG00000184058 chr22   19754100        19754123        UNICORN_229826
chr3    41194740        41260096        ENSG00000168036 chr3    41185169        41185186        UNICORN_236312
chr3    41194740        41260096        ENSG00000168036 chr3    41185197        41185479        UNICORN_236313
chr3    41194740        41260096        ENSG00000168036 chr3    41185501        41185525        UNICORN_236314
chr3    41194740        41260096        ENSG00000168036 chr3    41187336        41187347        UNICORN_236315
chr3    41194740        41260096        ENSG00000168036 chr3    41192143        41192157        UNICORN_236316
chr3    189631388       189897276       ENSG00000073282 chr3    189623320       189623336       UNICORN_259862
chr3    189631388       189897276       ENSG00000073282 chr3    189625731       189625778       UNICORN_259863
chr3    189631388       189897276       ENSG00000073282 chr3    189625786       189625804       UNICORN_259864
chr3    189631388       189897276       ENSG00000073282 chr3    189625813       189625838       UNICORN_259865
chr3    189631388       189897276       ENSG00000073282 chr3    189625854       189625918       UNICORN_259866
chr3    189631388       189897276       ENSG00000073282 chr3    189625929       189625953       UNICORN_259867
chr4    4859664 	4863936 	ENSG00000163132 chr4    4854454 	4854470 	UNICORN_261025
chr4    4859664 	4863936 	ENSG00000163132 chr4    4854753 	4854784 	UNICORN_261026
chr4    4859664 	4863936 	ENSG00000163132 chr4    4854803 	4854828 	UNICORN_261027
chr4    4859664 	4863936 	ENSG00000163132 chr4    4854839 	4854866 	UNICORN_261028
chr4    4859664 	4863936 	ENSG00000163132 chr4    4854894 	4855016 	UNICORN_261029
chr4    4859664 	4863936 	ENSG00000163132 chr4    4855056 	4855086 	UNICORN_261030
chr4    4859664 	4863936 	ENSG00000163132 chr4    4855594 	4855852 	UNICORN_261031
chr4    70592255        70607288        ENSG00000178522 chr4    70585849        70585860        UNICORN_275125
chr4    70592255        70607288        ENSG00000178522 chr4    70613717        70613745        UNICORN_275126
chr4    70592255        70607288        ENSG00000178522 chr4    70613775        70613821        UNICORN_275127
chr4    70628743        70646824        ENSG00000132464 chr4    70619440        70619539        UNICORN_275128
chr4    70628743        70646824        ENSG00000132464 chr4    70619563        70619574        UNICORN_275129
chr4    70628743        70646824        ENSG00000132464 chr4    70625618        70625630        UNICORN_275130
chr4    110617422       110642123       ENSG00000164093 chr4    110644797       110644819       UNICORN_279712
chr4    110617422       110642123       ENSG00000164093 chr4    110644831       110644851       UNICORN_279713
chr4    110617422       110642123       ENSG00000164093 chr4    110645691       110645710       UNICORN_279714
